shipment_id,cargo_weight,shipment_priority,shc,customs_status,inspection_required,clearance_type,documentation_status,payment_status,consignee_name,consignee_behavior,staff_availability,truck_availability,packaging_condition,warehouse_load_percentage,flight_delay_hours,arrival_datetime,release_datetime,dwell_time_hours
SHIP_118444,4693.93,Low,AVI,Pending,0,Automatic,Incomplete,Pending,AeroTech Solutions,Average,66,Available,Good,43.51,17.73,2024-04-24 00:12:00,2024-04-25 18:12:00,42
SHIP_105978,3788.65,Low,VAL,Pending,1,Automatic,Complete,Overdue,DHL Logistics,Average,66,Available,Good,66.95,0.3,2024-04-22 08:14:00,2024-04-25 01:14:00,65
SHIP_107986,857.9,Low,AVI,Hold,0,Manual,Missing,Pending,DHL Logistics,Average,36,Not Available,Good,68.29,10.67,2024-04-25 18:27:00,2024-04-29 22:27:00,100
SHIP_104813,3697.88,Medium,DGR,Pending,0,Manual,Complete,Overdue,Prime Retail Imports,Cooperative,88,Available,Damaged,44.37,14.32,2024-04-20 23:48:00,2024-04-23 06:48:00,55
SHIP_104606,4020.98,High,PER,Pending,0,Manual,Incomplete,Pending,CargoLink Pvt Ltd,Average,97,Available,Damaged,39.41,11.23,2024-04-23 21:46:00,2024-04-25 19:46:00,46
SHIP_100909,3100.28,Low,DGR,Under Inspection,0,Automatic,Missing,Paid,Secure Freight Systems,Cooperative,22,Available,Good,25.95,23.46,2024-04-23 22:49:00,2024-04-25 20:49:00,46
SHIP_111609,2919.64,Low,AVI,Hold,0,Automatic,Missing,Pending,MedSupply International,Average,25,Available,Needs Repacking,30.98,4.62,2024-04-25 11:15:00,2024-04-29 06:15:00,91
SHIP_108400,4389.09,Low,VAL,Pending,1,Automatic,Complete,Pending,CargoLink Pvt Ltd,Average,87,Delayed,Damaged,43.88,19.58,2024-04-24 14:58:00,2024-04-27 12:58:00,70
SHIP_117597,1957.81,High,PER,Pending,1,Manual,Incomplete,Overdue,CargoLink Pvt Ltd,Delayed Response,58,Available,Damaged,27.0,17.08,2024-04-25 04:30:00,2024-04-28 10:30:00,78
SHIP_114743,1212.7,Medium,AVI,Hold,0,Manual,Complete,Pending,CargoLink Pvt Ltd,Delayed Response,37,Available,Good,40.42,15.33,2024-04-24 03:28:00,2024-04-25 20:28:00,41
SHIP_107961,1946.36,Critical,VAL,Cleared,0,Automatic,Complete,Pending,DHL Logistics,Average,76,Delayed,Good,82.16,22.71,2024-04-23 13:10:00,2024-04-24 18:10:00,29
SHIP_111627,3852.7,High,AVI,Under Inspection,0,Manual,Incomplete,Pending,Secure Freight Systems,Average,99,Delayed,Good,58.79,9.57,2024-04-24 18:11:00,2024-04-27 00:11:00,54
SHIP_105025,72.82,Low,GEN,Pending,1,Automatic,Missing,Pending,Secure Freight Systems,Non-Compliant,57,Available,Good,93.7,10.69,2024-04-25 15:32:00,2024-04-28 15:32:00,72
SHIP_100938,3455.1,High,GEN,Hold,1,Manual,Missing,Paid,ABC Pharma Ltd,Delayed Response,43,Available,Damaged,53.85,6.69,2024-04-22 12:56:00,2024-04-25 19:56:00,79
SHIP_103689,4369.69,Medium,GEN,Under Inspection,1,Automatic,Incomplete,Pending,AeroTech Solutions,Cooperative,82,Available,Good,34.44,13.33,2024-04-24 15:00:00,2024-04-27 10:00:00,67
SHIP_108721,4609.34,Medium,VAL,Pending,0,Manual,Missing,Paid,FreshFoods Exports,Delayed Response,63,Delayed,Good,61.78,1.99,2024-04-25 00:20:00,2024-04-27 11:20:00,59
SHIP_102447,265.84,Critical,DGR,Hold,1,Automatic,Missing,Overdue,Secure Freight Systems,Average,69,Available,Good,74.04,13.23,2024-04-24 11:29:00,2024-04-28 09:29:00,94
SHIP_118848,783.34,Low,VAL,Cleared,0,Automatic,Complete,Paid,Skyline Traders,Delayed Response,75,Available,Good,75.94,20.13,2024-04-24 03:23:00,2024-04-24 15:23:00,12
SHIP_112772,1322.5,Low,EAT,Under Inspection,0,Automatic,Missing,Paid,MedSupply International,Non-Compliant,30,Available,Good,45.8,13.64,2024-04-24 03:37:00,2024-04-25 21:37:00,42
SHIP_109804,4044.2,High,DGR,Pending,0,Manual,Complete,Overdue,DHL Logistics,Delayed Response,91,Available,Damaged,43.93,3.76,2024-04-23 00:20:00,2024-04-24 21:20:00,45
SHIP_108588,750.38,Low,GEN,Cleared,0,Automatic,Complete,Pending,Secure Freight Systems,Cooperative,79,Available,Good,53.66,20.8,2024-04-23 17:24:00,2024-04-24 20:24:00,27
SHIP_107736,4307.66,High,PER,Pending,0,Automatic,Incomplete,Overdue,MedSupply International,Average,83,Delayed,Damaged,31.37,11.31,2024-04-25 16:14:00,2024-04-28 21:14:00,77
SHIP_110954,388.04,Critical,AVI,Hold,1,Automatic,Complete,Overdue,Secure Freight Systems,Delayed Response,79,Available,Good,32.37,0.19,2024-04-21 23:15:00,2024-04-24 21:15:00,70
SHIP_108767,649.03,Low,DGR,Cleared,0,Automatic,Complete,Paid,MedSupply International,Cooperative,50,Available,Damaged,42.63,19.62,2024-04-20 03:38:00,2024-04-21 03:38:00,24
SHIP_102076,3466.7,Medium,PER,Under Inspection,0,Manual,Complete,Paid,DHL Logistics,Average,97,Available,Needs Repacking,71.8,10.51,2024-04-24 10:22:00,2024-04-26 12:22:00,50
SHIP_116108,1169.72,Medium,VAL,Pending,0,Automatic,Complete,Overdue,DHL Logistics,Delayed Response,93,Delayed,Good,37.73,21.47,2024-04-26 01:38:00,2024-04-28 07:38:00,54
SHIP_106253,2540.84,Low,EAT,Under Inspection,0,Manual,Incomplete,Paid,Skyline Traders,Average,75,Available,Good,85.95,17.35,2024-04-24 15:09:00,2024-04-26 00:09:00,33
SHIP_108355,4664.15,Critical,GEN,Pending,0,Automatic,Missing,Paid,DHL Logistics,Delayed Response,54,Available,Good,48.69,21.4,2024-04-22 12:22:00,2024-04-24 07:22:00,43
SHIP_108557,494.99,Low,AVI,Hold,1,Automatic,Complete,Paid,DHL Logistics,Average,78,Available,Good,61.48,10.88,2024-04-22 11:08:00,2024-04-24 05:08:00,42
SHIP_106438,4012.58,Critical,GEN,Under Inspection,1,Manual,Missing,Paid,CargoLink Pvt Ltd,Average,29,Available,Needs Repacking,89.5,9.33,2024-04-26 07:27:00,2024-04-29 05:27:00,70
SHIP_115636,2281.77,Low,AVI,Cleared,0,Automatic,Complete,Paid,AeroTech Solutions,Delayed Response,45,Available,Good,84.87,19.88,2024-04-24 12:36:00,2024-04-24 18:36:00,6
SHIP_119140,1752.76,Critical,VAL,Under Inspection,0,Automatic,Complete,Paid,CargoLink Pvt Ltd,Cooperative,58,Available,Needs Repacking,23.77,20.23,2024-04-24 11:58:00,2024-04-26 02:58:00,39
SHIP_101134,3932.99,Low,EAT,Pending,0,Automatic,Missing,Paid,ABC Pharma Ltd,Delayed Response,72,Available,Damaged,46.89,7.06,2024-04-22 06:10:00,2024-04-24 15:10:00,57
SHIP_116578,83.71,High,AVI,Hold,1,Automatic,Complete,Pending,FreshFoods Exports,Cooperative,79,Available,Good,84.78,5.12,2024-04-25 06:52:00,2024-04-27 08:52:00,50
SHIP_108517,1059.2,Low,DGR,Hold,0,Automatic,Complete,Overdue,Secure Freight Systems,Delayed Response,69,Delayed,Good,52.3,1.75,2024-04-25 17:58:00,2024-04-28 11:58:00,66
SHIP_113478,1113.7,Low,EAT,Pending,0,Manual,Complete,Paid,Skyline Traders,Average,34,Available,Good,29.81,15.73,2024-04-25 13:06:00,2024-04-26 14:06:00,25
SHIP_114852,2707.44,Medium,GEN,Hold,0,Manual,Missing,Overdue,CargoLink Pvt Ltd,Average,83,Available,Good,60.73,4.76,2024-04-24 23:10:00,2024-04-28 21:10:00,94
SHIP_115225,4653.66,Medium,PER,Under Inspection,0,Manual,Incomplete,Pending,Global Electronics Pvt Ltd,Cooperative,22,Available,Good,34.4,11.75,2024-04-25 22:59:00,2024-04-28 04:59:00,54
SHIP_114146,4755.81,Critical,AVI,Under Inspection,0,Manual,Missing,Paid,DHL Logistics,Delayed Response,97,Delayed,Good,60.06,10.9,2024-04-25 05:16:00,2024-04-27 10:16:00,53
SHIP_105092,1318.86,Low,PER,Under Inspection,0,Manual,Incomplete,Paid,Global Electronics Pvt Ltd,Average,69,Available,Damaged,44.45,10.92,2024-04-25 17:42:00,2024-04-27 11:42:00,42
SHIP_105330,2007.84,Low,EAT,Pending,1,Manual,Incomplete,Pending,DHL Logistics,Average,92,Available,Good,91.73,14.41,2024-04-25 19:02:00,2024-04-28 02:02:00,55
SHIP_113662,329.11,Low,GEN,Cleared,0,Automatic,Complete,Paid,Secure Freight Systems,Average,44,Available,Good,74.2,1.33,2024-04-24 19:27:00,2024-04-25 04:27:00,9
SHIP_112243,118.59,High,VAL,Under Inspection,0,Automatic,Missing,Paid,DHL Logistics,Average,29,Available,Damaged,56.96,2.27,2024-04-24 12:38:00,2024-04-27 01:38:00,61
SHIP_115676,326.97,Critical,GEN,Pending,0,Automatic,Incomplete,Pending,DHL Logistics,Cooperative,80,Available,Good,97.36,3.09,2024-04-25 04:06:00,2024-04-26 20:06:00,40
SHIP_119855,3664.35,High,GEN,Pending,1,Automatic,Incomplete,Overdue,FreshFoods Exports,Average,25,Available,Good,35.57,0.44,2024-04-26 11:20:00,2024-04-29 11:20:00,72
SHIP_109106,2707.83,Low,VAL,Under Inspection,0,Manual,Complete,Paid,DHL Logistics,Average,91,Delayed,Damaged,46.6,14.7,2024-04-25 11:45:00,2024-04-27 11:45:00,48
SHIP_114723,1852.27,High,AVI,Hold,0,Manual,Complete,Overdue,CargoLink Pvt Ltd,Cooperative,50,Delayed,Good,91.17,18.59,2024-04-26 04:14:00,2024-04-29 09:14:00,77
SHIP_116482,336.9,Low,GEN,Pending,1,Manual,Missing,Overdue,Prime Retail Imports,Delayed Response,70,Available,Good,59.6,13.68,2024-04-23 21:51:00,2024-04-27 09:51:00,84
SHIP_101959,669.75,Low,GEN,Under Inspection,1,Automatic,Incomplete,Overdue,Skyline Traders,Average,81,Available,Good,68.51,12.08,2024-04-27 15:00:00,2024-04-30 21:00:00,78
SHIP_117484,219.34,Medium,VAL,Hold,0,Automatic,Incomplete,Pending,Skyline Traders,Cooperative,37,Delayed,Good,76.9,8.24,2024-04-25 13:04:00,2024-04-28 07:04:00,66
SHIP_106290,1691.16,High,VAL,Under Inspection,1,Automatic,Complete,Pending,CargoLink Pvt Ltd,Cooperative,94,Delayed,Damaged,30.4,11.91,2024-04-26 22:09:00,2024-04-29 20:09:00,70
SHIP_111774,741.43,High,VAL,Pending,0,Automatic,Complete,Pending,Global Electronics Pvt Ltd,Delayed Response,37,Available,Good,36.54,0.85,2024-04-24 13:21:00,2024-04-25 15:21:00,26
SHIP_111271,2593.53,Medium,AVI,Pending,0,Automatic,Incomplete,Paid,Global Electronics Pvt Ltd,Delayed Response,54,Available,Good,43.98,4.11,2024-04-25 11:31:00,2024-04-26 16:31:00,29
SHIP_115231,4723.46,High,DGR,Under Inspection,0,Manual,Complete,Paid,CargoLink Pvt Ltd,Average,48,Delayed,Good,84.66,9.46,2024-04-25 13:56:00,2024-04-26 16:56:00,27
SHIP_112173,3374.07,Medium,DGR,Pending,0,Manual,Incomplete,Pending,Skyline Traders,Cooperative,92,Delayed,Good,45.85,0.62,2024-04-26 16:15:00,2024-04-29 02:15:00,58
SHIP_107481,2179.85,Low,VAL,Pending,0,Manual,Incomplete,Pending,MedSupply International,Delayed Response,83,Available,Good,21.39,19.47,2024-04-25 05:22:00,2024-04-26 16:22:00,35
SHIP_119350,2564.79,Low,AVI,Under Inspection,1,Manual,Incomplete,Paid,MedSupply International,Cooperative,27,Available,Good,97.3,6.62,2024-04-26 06:01:00,2024-04-28 00:01:00,42
SHIP_119306,1222.56,Low,PER,Hold,1,Manual,Complete,Paid,Prime Retail Imports,Cooperative,64,Delayed,Good,39.29,18.07,2024-04-25 21:00:00,2024-04-28 19:00:00,70
SHIP_109095,2647.16,Critical,PER,Pending,1,Manual,Incomplete,Paid,AeroTech Solutions,Cooperative,86,Delayed,Good,66.38,21.61,2024-04-26 06:11:00,2024-04-28 04:11:00,46
SHIP_118334,3131.01,High,VAL,Hold,1,Manual,Missing,Paid,DHL Logistics,Average,24,Not Available,Damaged,99.96,0.95,2024-04-24 22:40:00,2024-04-29 01:40:00,99
SHIP_100478,175.48,Critical,PER,Hold,0,Manual,Incomplete,Pending,Prime Retail Imports,Average,94,Delayed,Damaged,78.02,8.65,2024-04-26 08:40:00,2024-04-29 18:40:00,82
SHIP_106943,2021.23,Medium,DGR,Under Inspection,1,Automatic,Complete,Overdue,FreshFoods Exports,Cooperative,90,Available,Good,94.3,21.62,2024-04-26 17:40:00,2024-04-29 08:40:00,63
SHIP_112716,2149.5,Critical,PER,Hold,0,Manual,Incomplete,Paid,DHL Logistics,Average,98,Available,Good,96.32,0.22,2024-04-25 07:45:00,2024-04-27 02:45:00,43
SHIP_113304,1077.45,Critical,EAT,Pending,0,Manual,Missing,Paid,DHL Logistics,Non-Compliant,93,Available,Good,24.9,17.68,2024-04-23 16:17:00,2024-04-25 01:17:00,33
SHIP_116406,3544.29,High,PER,Pending,1,Manual,Missing,Paid,MedSupply International,Delayed Response,51,Available,Needs Repacking,49.59,16.17,2024-04-27 09:26:00,2024-04-30 08:26:00,71
SHIP_107928,363.24,Medium,PER,Cleared,0,Manual,Complete,Pending,ABC Pharma Ltd,Cooperative,78,Delayed,Damaged,90.38,19.8,2024-04-25 11:05:00,2024-04-27 01:05:00,38
SHIP_114856,3444.56,Critical,VAL,Hold,0,Automatic,Complete,Paid,MedSupply International,Cooperative,88,Available,Damaged,87.35,13.83,2024-04-22 22:22:00,2024-04-24 16:22:00,42
SHIP_100718,4156.99,Medium,VAL,Under Inspection,0,Manual,Incomplete,Pending,ABC Pharma Ltd,Delayed Response,94,Available,Good,29.83,14.87,2024-04-26 03:47:00,2024-04-28 01:47:00,46
SHIP_116872,2388.96,Medium,EAT,Under Inspection,0,Automatic,Incomplete,Pending,MedSupply International,Cooperative,51,Available,Good,87.22,17.56,2024-04-25 18:04:00,2024-04-28 00:04:00,54
SHIP_105433,2404.79,Medium,DGR,Under Inspection,0,Automatic,Incomplete,Paid,Secure Freight Systems,Cooperative,27,Available,Good,25.48,15.97,2024-04-26 13:25:00,2024-04-28 03:25:00,38
SHIP_118171,202.93,High,GEN,Under Inspection,0,Automatic,Complete,Overdue,Secure Freight Systems,Non-Compliant,94,Not Available,Good,66.69,7.57,2024-04-26 20:25:00,2024-04-29 21:25:00,73
SHIP_110073,4161.73,Low,AVI,Under Inspection,0,Manual,Complete,Pending,Global Electronics Pvt Ltd,Cooperative,76,Available,Good,93.17,23.42,2024-04-26 17:45:00,2024-04-28 05:45:00,36
SHIP_101502,3642.49,Critical,PER,Cleared,0,Manual,Complete,Paid,FreshFoods Exports,Cooperative,48,Available,Good,83.25,6.72,2024-04-26 04:15:00,2024-04-26 12:15:00,8
SHIP_110936,1458.04,Critical,EAT,Hold,0,Automatic,Missing,Overdue,FreshFoods Exports,Average,75,Delayed,Good,87.49,7.26,2024-04-27 14:27:00,2024-05-01 12:27:00,94
SHIP_109226,2340.58,Critical,GEN,Hold,0,Manual,Incomplete,Overdue,FreshFoods Exports,Cooperative,76,Delayed,Good,52.63,5.67,2024-04-27 00:46:00,2024-04-30 04:46:00,76
SHIP_101112,3804.36,Critical,PER,Pending,0,Manual,Missing,Pending,DHL Logistics,Average,66,Available,Good,53.57,23.55,2024-04-26 19:25:00,2024-04-28 16:25:00,45
SHIP_107735,2816.54,Low,PER,Hold,0,Manual,Missing,Overdue,MedSupply International,Cooperative,82,Available,Damaged,74.28,14.57,2024-04-24 17:51:00,2024-04-28 15:51:00,94
SHIP_100479,494.31,High,GEN,Hold,1,Manual,Missing,Paid,AeroTech Solutions,Cooperative,81,Available,Good,44.61,22.23,2024-04-26 13:47:00,2024-04-29 11:47:00,70
SHIP_108416,2474.89,Medium,AVI,Pending,1,Manual,Incomplete,Overdue,MedSupply International,Average,68,Delayed,Good,35.24,7.31,2024-04-28 03:56:00,2024-05-01 19:56:00,88
SHIP_111095,965.84,High,AVI,Cleared,0,Automatic,Complete,Overdue,Global Electronics Pvt Ltd,Delayed Response,22,Not Available,Good,50.4,9.4,2024-04-23 22:00:00,2024-04-26 08:00:00,58
SHIP_115998,670.97,High,VAL,Hold,0,Automatic,Missing,Pending,ABC Pharma Ltd,Cooperative,61,Available,Good,51.13,12.47,2024-04-26 21:07:00,2024-04-30 01:07:00,76
SHIP_106484,1604.11,High,DGR,Hold,0,Automatic,Missing,Overdue,ABC Pharma Ltd,Cooperative,98,Not Available,Good,73.31,19.65,2024-04-27 17:16:00,2024-05-01 05:16:00,84
SHIP_112750,509.52,Critical,PER,Under Inspection,1,Manual,Complete,Overdue,CargoLink Pvt Ltd,Cooperative,91,Delayed,Good,50.12,12.68,2024-04-27 07:46:00,2024-04-30 00:46:00,65
SHIP_116896,938.79,Critical,PER,Hold,1,Manual,Missing,Paid,DHL Logistics,Average,77,Delayed,Good,24.16,1.06,2024-04-27 09:49:00,2024-04-30 15:49:00,78
SHIP_115620,795.63,High,VAL,Pending,0,Automatic,Complete,Overdue,CargoLink Pvt Ltd,Average,83,Not Available,Good,64.66,6.15,2024-04-24 22:51:00,2024-04-27 17:51:00,67
SHIP_117071,3388.12,Critical,PER,Under Inspection,0,Manual,Complete,Overdue,Skyline Traders,Average,34,Available,Damaged,78.99,13.98,2024-04-25 17:20:00,2024-04-27 19:20:00,50
SHIP_108632,3197.79,High,DGR,Hold,1,Automatic,Complete,Pending,CargoLink Pvt Ltd,Average,79,Available,Good,93.62,19.92,2024-04-27 04:56:00,2024-04-29 18:56:00,62
SHIP_113861,3207.36,Medium,DGR,Hold,1,Manual,Missing,Overdue,DHL Logistics,Cooperative,43,Delayed,Good,45.31,6.84,2024-04-29 22:48:00,2024-05-04 12:48:00,110
SHIP_106558,1932.42,Critical,DGR,Under Inspection,1,Manual,Complete,Pending,AeroTech Solutions,Cooperative,27,Delayed,Damaged,75.32,23.31,2024-04-27 20:45:00,2024-04-30 09:45:00,61
SHIP_117596,299.48,Critical,VAL,Under Inspection,0,Manual,Missing,Pending,Global Electronics Pvt Ltd,Average,46,Available,Good,51.31,4.42,2024-04-26 15:52:00,2024-04-28 16:52:00,49
SHIP_114300,1896.04,Critical,PER,Hold,0,Automatic,Missing,Overdue,Global Electronics Pvt Ltd,Average,51,Available,Good,57.05,14.88,2024-04-24 22:56:00,2024-04-28 03:56:00,77
SHIP_116313,841.22,Low,DGR,Pending,0,Manual,Incomplete,Overdue,Skyline Traders,Delayed Response,52,Available,Good,36.32,4.0,2024-04-27 13:32:00,2024-04-30 01:32:00,60
SHIP_113825,2116.08,Medium,VAL,Hold,0,Automatic,Incomplete,Overdue,MedSupply International,Cooperative,91,Available,Good,24.76,14.07,2024-04-28 00:49:00,2024-05-01 04:49:00,76
SHIP_100631,1476.41,Critical,AVI,Under Inspection,0,Automatic,Incomplete,Overdue,Skyline Traders,Cooperative,90,Delayed,Damaged,59.93,14.41,2024-04-28 20:58:00,2024-05-01 15:58:00,67
SHIP_111971,1684.59,High,EAT,Hold,0,Manual,Incomplete,Pending,DHL Logistics,Delayed Response,52,Available,Good,29.71,4.1,2024-04-26 11:49:00,2024-04-29 00:49:00,61
SHIP_103144,4243.28,Medium,VAL,Under Inspection,0,Manual,Complete,Overdue,DHL Logistics,Delayed Response,35,Available,Good,77.34,21.99,2024-04-26 19:59:00,2024-04-28 10:59:00,39
SHIP_100232,2278.11,Medium,PER,Hold,0,Automatic,Complete,Paid,Skyline Traders,Average,82,Available,Good,45.51,13.97,2024-04-23 01:59:00,2024-04-24 18:59:00,41
SHIP_101249,3490.44,High,VAL,Hold,0,Manual,Complete,Overdue,MedSupply International,Average,53,Available,Good,98.15,3.9,2024-04-25 11:06:00,2024-04-28 00:06:00,61
SHIP_101923,2408.41,Critical,DGR,Pending,0,Automatic,Incomplete,Pending,ABC Pharma Ltd,Cooperative,97,Delayed,Damaged,89.43,16.17,2024-04-27 17:37:00,2024-04-30 00:37:00,55
SHIP_102352,1447.4,Critical,PER,Under Inspection,0,Automatic,Complete,Pending,Secure Freight Systems,Cooperative,34,Delayed,Good,60.98,10.53,2024-04-26 15:50:00,2024-04-28 04:50:00,37
SHIP_100073,3903.93,High,GEN,Pending,0,Automatic,Complete,Paid,Secure Freight Systems,Delayed Response,85,Available,Good,59.52,18.11,2024-04-26 13:12:00,2024-04-27 08:12:00,19
SHIP_114696,2782.76,Low,GEN,Hold,1,Automatic,Complete,Pending,Skyline Traders,Average,36,Available,Good,22.77,7.68,2024-04-27 04:07:00,2024-04-30 00:07:00,68
SHIP_116166,3480.21,Critical,VAL,Under Inspection,1,Manual,Complete,Pending,Global Electronics Pvt Ltd,Delayed Response,26,Delayed,Good,63.09,19.1,2024-04-27 04:29:00,2024-04-29 02:29:00,46
SHIP_107970,3155.12,Critical,VAL,Pending,0,Automatic,Incomplete,Overdue,FreshFoods Exports,Delayed Response,86,Available,Good,28.49,16.38,2024-04-27 03:34:00,2024-04-29 01:34:00,46
SHIP_101319,2553.05,High,AVI,Under Inspection,0,Manual,Complete,Paid,Secure Freight Systems,Average,48,Available,Good,64.14,19.11,2024-04-26 04:43:00,2024-04-27 06:43:00,26
SHIP_101485,4125.09,Critical,EAT,Hold,1,Manual,Missing,Overdue,CargoLink Pvt Ltd,Cooperative,49,Available,Good,93.03,4.85,2024-04-25 23:53:00,2024-04-29 21:53:00,94
SHIP_115147,3600.85,Low,DGR,Under Inspection,0,Automatic,Missing,Paid,Prime Retail Imports,Delayed Response,39,Available,Good,83.3,4.16,2024-04-27 06:14:00,2024-04-29 07:14:00,49
SHIP_102109,4267.34,Medium,DGR,Pending,0,Manual,Incomplete,Pending,DHL Logistics,Cooperative,71,Available,Good,53.95,2.76,2024-04-26 17:39:00,2024-04-28 13:39:00,44
SHIP_114308,4636.47,Medium,AVI,Pending,0,Automatic,Missing,Overdue,FreshFoods Exports,Average,96,Not Available,Good,98.23,15.37,2024-04-27 14:01:00,2024-05-01 23:01:00,105
SHIP_100601,1840.25,High,VAL,Cleared,0,Manual,Complete,Paid,Secure Freight Systems,Delayed Response,30,Available,Good,33.45,12.29,2024-04-26 09:34:00,2024-04-26 19:34:00,10
SHIP_110506,465.57,Low,DGR,Hold,0,Automatic,Incomplete,Overdue,MedSupply International,Cooperative,64,Delayed,Good,86.51,0.33,2024-04-27 19:25:00,2024-05-01 07:25:00,84
SHIP_108775,3130.38,Low,PER,Under Inspection,0,Manual,Missing,Paid,AeroTech Solutions,Cooperative,20,Available,Good,43.59,0.45,2024-04-27 09:01:00,2024-04-29 02:01:00,41
SHIP_104090,2396.32,Low,DGR,Pending,0,Automatic,Complete,Paid,MedSupply International,Average,38,Available,Good,39.46,6.14,2024-04-26 14:25:00,2024-04-27 07:25:00,17
SHIP_102695,1102.75,Low,EAT,Hold,0,Automatic,Missing,Overdue,CargoLink Pvt Ltd,Cooperative,79,Available,Good,53.06,1.53,2024-04-26 21:37:00,2024-04-30 03:37:00,78
SHIP_110444,2402.65,High,DGR,Pending,0,Manual,Missing,Overdue,ABC Pharma Ltd,Cooperative,26,Not Available,Good,66.29,19.67,2024-04-28 01:04:00,2024-05-01 09:04:00,80
SHIP_113401,4396.39,Critical,PER,Hold,0,Manual,Missing,Pending,CargoLink Pvt Ltd,Cooperative,39,Available,Needs Repacking,97.61,3.76,2024-04-29 04:50:00,2024-05-02 18:50:00,86
SHIP_112621,4689.46,Critical,EAT,Hold,0,Automatic,Incomplete,Paid,AeroTech Solutions,Delayed Response,85,Not Available,Good,24.04,5.21,2024-04-27 17:53:00,2024-04-30 08:53:00,63
SHIP_110783,3225.72,Medium,GEN,Under Inspection,0,Automatic,Incomplete,Overdue,AeroTech Solutions,Average,21,Available,Damaged,53.41,7.29,2024-04-27 21:41:00,2024-04-30 14:41:00,65
SHIP_117621,3303.4,Low,DGR,Pending,1,Manual,Incomplete,Pending,CargoLink Pvt Ltd,Cooperative,71,Available,Good,62.88,13.61,2024-04-27 04:48:00,2024-04-29 04:48:00,48
SHIP_110272,1351.32,High,AVI,Pending,0,Manual,Missing,Paid,CargoLink Pvt Ltd,Average,28,Available,Good,77.7,10.01,2024-04-25 18:35:00,2024-04-27 12:35:00,42
SHIP_115962,4791.2,High,AVI,Pending,0,Automatic,Complete,Pending,Global Electronics Pvt Ltd,Delayed Response,51,Delayed,Good,46.18,23.09,2024-04-26 09:42:00,2024-04-28 02:42:00,41
SHIP_114217,2503.83,Critical,DGR,Pending,0,Automatic,Complete,Paid,Global Electronics Pvt Ltd,Cooperative,83,Available,Good,88.29,22.91,2024-04-26 11:40:00,2024-04-27 00:40:00,13
SHIP_112810,1326.52,High,PER,Pending,1,Manual,Missing,Overdue,FreshFoods Exports,Average,58,Delayed,Damaged,31.19,17.64,2024-04-28 21:13:00,2024-05-02 19:13:00,94
SHIP_114619,2258.46,Medium,AVI,Under Inspection,0,Manual,Incomplete,Paid,MedSupply International,Cooperative,91,Available,Damaged,35.39,17.79,2024-04-28 03:41:00,2024-04-30 07:41:00,52
SHIP_100150,2443.55,Critical,DGR,Under Inspection,1,Manual,Missing,Paid,AeroTech Solutions,Average,63,Available,Good,70.65,22.83,2024-04-27 07:21:00,2024-04-29 12:21:00,53
SHIP_103139,722.79,Critical,VAL,Under Inspection,0,Automatic,Missing,Overdue,Secure Freight Systems,Cooperative,55,Available,Good,80.27,2.43,2024-04-28 03:06:00,2024-04-30 18:06:00,63
